"","Region","Dataset","TSid","Archive","Category","Proxy","Season","Interp","Direction","PublicationDOI","SourceURL","AgeRange","Resolution","AgeControlN","AgeControlMax","Lat","Lon"
"690","WCE","SimplonGampischAlterSpittel.vanderKnaap.1997","lcRnhx0TV2RqvrweSW7","Lake","Pollen (calibrated)","pollen","Annual","P","positive","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480.","https://doi.pangaea.de/10.1594/PANGAEA.930512","11.6 - 0",155,"12","2690",46.23,8.01
"691","WCE","StaroselskyMoch.Novenko.2009","lcRaesu0dd88X29ftJX","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Novenko, E.Y., Volkova, E.M., Nosova, N.B. and Zuganova, I.S., 2009. Late Glacial and Holocene landscape dynamics in the southern taiga zone of East European Plain according to pollen and macrofossil records from the Central Forest State Reserve (Valdai Hills, Russia). Quaternary International, 207(1-2), pp.93-103.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",180,"6","2540",56.29,32.03
"692","WCE","Steerenmoos.Rosch.2000","lcR6T9nRWTcVYluBUZX","Bog","Pollen (calibrated)","pollen","Annual","P","positive","Rosch, M., 2000. Long-term human impact as registered in an upland pollen profile from the southern Black Forest, south-western Germany. Vegetation History and Archaeobotany, 9(4), pp.205-218.","https://doi.pangaea.de/10.1594/PANGAEA.930512","8.8 - 0",30,"18","2410",47.81,8.2
"693","WCE","SudobleLake.Elovicheva.1985Legacy","lcRYR1SVCS4M1mdG6Hg","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Elovicheva, Y.K. and Bogdel, I.I., 1985. Novye razrezy golosena Belarusi [New Holocene sections of Byelorussia]. In: Geologicheskoe stroenie osadochnoi tolshchi Belorussii [Geological composition of sedimentary sequence of Byelorussia], Nauka i Tekhnika edition (pp.141-169). Minsk, Byelorussia.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0.2",260,"6","2710",54.03,28.1
"694","WCE","SvatoboriceMistrin.Svobodova.1989","lcRyY8us0XnFvl0iGrN","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Svobodova, H., 1989. Rekonstrukce prirodniho prostredi a osidleni v okoli Mistrina. Palynologicka studie Reconstitution de l'environnement naturel et du peuplement dans les environs de Mistrin. Etude palynologique. Pamatky archeologicke, 80(1), pp.188-206 (in Czech).","https://doi.pangaea.de/10.1594/PANGAEA.930512","8.2 - 0",170,"5","2210",48.94,17.07
"695","WCE","SvenceleBog.author.1111","lcRaRjP3JKMmyWbjhW3","Peat","Pollen (calibrated)","pollen","Annual","P","positive","noPubOnRecord","https://doi.pangaea.de/10.1594/PANGAEA.930512","8.6 - 1.2",140,"4","2290",55.5,21.29
"696","WCE","TaulZanogutii.Farcas.1999","lcRLTwUkmqSqLkVpHAA","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Farcas, S., de Beaulieu, J.L., Reille, M., Coldea, G., Diaconeasa, B., Goeury, C., Goslar, T. and Jull, T., 1999. First 14C datings of Late Glacial and Holocene pollen sequences from Romanian Carpathes. Comptes Rendus de l'Academie des Sciences-Series III-Sciences de la Vie, 322(9), pp.799-807.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0.1",70,"10","3130",45.33,22.8
"697","WCE","Tlstahora.Rybnickova.2005","lcRtqapfWlGeedhj31W","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Rybnickova, E., Hajkova, P. and Rybnicek, K., 2005. The origin and development of spring fen vegetation and ecosystems-palaeogeobotanical results. In: Ecology and palaeoecology of spring fens of the West Carpathians ed. by A. Poulickova, M. Hajek, and K. Rybnicek (pp.29-62). Palacky University Olomouc, Academy of Sciences of the Czech Republic, Masaryk University Brno, Olomouc.","https://doi.pangaea.de/10.1594/PANGAEA.930512","4.6 - 0",70,"4","2050",48.89,17.89
"698","WCE","TourbieredeParcaysurVienne.Cyprien.2006","lcRcR80wTm1A4RAUIRb","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Cyprien, A.L. and Visset, L., 2006. Etude palynologique du sondage Parcay 1 (Vallee de la Vienne). Rapport preliminaire. 10, Laboratoire d'Ecologie et des Paleoenvironnements Atlantiques, Universite de Nantes, Nantes, France.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0.6",155,"11","2600",47.09,0.48
"699","WCE","TroarnSaintSamson.Lespez.2010","lcR7lnczhhWSUhBzFx9","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Lespez, L., Clet-Pellerin, M., Davidson, R., Hermier, G., Carpentier, V. and Cador, J.M., 2010. Middle to Late Holocene landscape changes and geoarchaeological implications in the marshes of the Dives estuary (NW France). Quaternary International, 216(1-2), pp.23-40.","https://doi.pangaea.de/10.1594/PANGAEA.930512","4.3 - 0.1",155,"5","1560",49.18,-0.17
"700","WCE","VelkyDed.Rybnicek.2004","lcR3Q9kRsZeRDvtgrkj","Bog","Pollen (calibrated)","pollen","Annual","P","positive","Rybnicek, K. and Rybnickova, E., 2004. Pollen analyses of sediments from the summit of the Praded range in the Hruby Jesenik Mts (Eastern Sudetes). Preslia, 76(4), pp.331-347.","https://doi.pangaea.de/10.1594/PANGAEA.930512","5.4 - 0",305,"3","2850",50.08,17.22
"701","WCE","WallbachLenk.vanderKnaap.1997","lcRiJpSfk6qHogZUTSv","Peat","Pollen (calibrated)","pollen","Annual","P","positive","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue Paleobiol., Geneve (1997) 16 (2):, pp.433-480.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",230,"11","3470",46.43,7.4
"702","WCE","Watten.Gandouin.2002","lcRgSd7F3XOo7P6g0F0","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Gandouin, E., 2002. Enregistrement paleoclimatique de la transgression holocene: signature paleo-environnementale des Chironomidae (Dipteres) du bassin de Saint-Omer (France). Doctoral dissertation. Universite de Lille, Lille, France.","https://doi.pangaea.de/10.1594/PANGAEA.930512","10.2 - 5.8",180,"6","1630",50.83,2.21
"703","WCE","WielkeGacno.HjelmroosEricsson.1982","OLS_Rnp35KKbNIN","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",53.73,17.2
"704","WCE","Woryty.Ciesla.1978","lcRgNEo7t886ISDFpMs","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Ciesla, A., Ralska-Jasiewiczowa, M. and Stupnicka, E., 1977. Paleobotanical and geochemical investigations of the lacustrine deposits at Woryty near Olsztyn (Northeastern Poland). Polskie Archiwum Hydrobiologii, 25(1-2), pp.61-73.","https://doi.pangaea.de/10.1594/PANGAEA.930512","11.9 - 0.2",100,"11","2530",53.75,20.21
"705","WCE","Zalozhtsy.Artyushenko.1982","lcRx8TPoWqgtzHDb9wM","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Artyushenko, A.T., Arap, R.Y. and Bezusko, L.G., 1982. Istoriya rastitelnosti zapadnyih oblastey Ukrainyi v chetvertichnom periode. [History of vegetation of western areas of Ukraine in Quartenary period]. Naukova dumka, Kiev, Ukraine (in Russian).","https://doi.pangaea.de/10.1594/PANGAEA.930512","9.9 - 0.2",290,"15","1860",49.75,25.45
"706","WNA","Adobe.Batchelder.1978","OLS_R4y0PIxteRT","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",37.91,-118.6
"707","WNA","BattleGroundLake.Barnosky.1983","lcRM5YQeikjGgODpYRD","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Barnosky, C.W., 1983. Late-Quaternary vegetational and climatic history of southwestern Washington. Doctoral dissertation. University of Washington, Seattle, Washingtion, USA.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",250,"7","3160",45.8,-122.49
"708","WNA","BegbieLake.Brown.2019Legacy","lcRfmVxd7PePxotBtxX","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1177/0959683619854523","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",205,"16","2220",48.59,-123.68
"709","WNA","BisonLake.Anderson.2011","NAm2kHydro001","LakeSediment","Lake Sediment (δ18O)","d18O","Winter","P","negative","https://doi.org/10.1130/G31575.1","https://www.ncei.noaa.gov/access/paleo-search/study/10749","10.3 - 0",27,"Not Available","Not Available",39.76,-107.35
"710","WNA","BoomerangLake.Brown.2006","WEB31e807ae","LakeSediment","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1016/j.quascirev.2006.02.020","wNAm","11.8 - 0",299,"6","2530",49.18,-124.16
"711","WNA","Carp.Barnosky.1985a","OLS_Rn9jxxYJDzK","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",45.92,-122.88
"712","WNA","CarsonSink.Adams.2009","pdR3iBvTlj5zwy8bjTI","Shoreline","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Adams et al. (2009)","https://www.ncdc.noaa.gov/paleo/study/28771","12 - 0",714,"Shoreline Dates","Not Available",39.83,-118.61
"713","WNA","Castor.Nelson.2011","LPDd7e6276fxb","LakeSediment","Other (not calibrated)","reflectance","Annual","P-E","negative","https://doi.org/10.1073/pnas.1009194108","https://www.ncei.noaa.gov/access/paleo-search/study/10310","6 - 0.1",1,"16","2695",48.54,-119.56
"714","WNA","Castor.Nelson.2011","LPDd7e6276fxc","LakeSediment","Other (not calibrated)","reflectance","Annual","P-E","negative","https://doi.org/10.1073/pnas.1009194108","https://www.ncei.noaa.gov/access/paleo-search/study/10310","6 - 0.1",1,"16","2695",48.54,-119.56
"715","WNA","Castor.Nelson.2011","LPDd7e6276fcc","LakeSediment","Lake Sediment (δ18O)","d18O","Annual","P-E","negative","https://doi.org/10.1073/pnas.1009194108","https://www.ncei.noaa.gov/access/paleo-search/study/10310","6 - 0",5,"16","2695",48.54,-119.56
"716","WNA","ChihuahuenosBog.Anderson.2008","WEB742b158d","Peat","Pollen (not calibrated)","pollen","Winter","P-E","positive","https://doi.org/10.1016/j.yqres.2007.12.002","wNAm","12 - 0",86,"6","3840",36.05,-106.51
"717","WNA","Cleveland.Davis.1986","OLS_RI5wvure0uY","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",42.5,-114.5
"718","WNA","CooleyLake.Gavin.2006","lcRUbe6c1j2j2brmI3y","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1890/0012-9658(2006)87%5B1722:WCCOSF%5D2.0.CO;2","https://doi.pangaea.de/10.1594/PANGAEA.930512","7.5 - 0",90,"6","2770",49.49,-117.65
"719","WNA","CraterLake.Heinrichs.2002","lcRQgznauTtY1MfGgdK","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1016/S0031-0182(02)00274-2","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",110,"8","2610",49.19,-120.1
"720","WNA","CreviceLake.Whitlock.2012","WEBc734a518","LakeSediment","Lake Sediment (δ18O)","d18O","Winter","P","negative","https://doi.org/10.1016/j.palaeo.2012.03.001","https://www.ncei.noaa.gov/access/paleo-search/study/30535","9.2 - 0",10,"12","2972",45,-110.58
"721","WNA","DaileyLake.Krause.2015","lcRWXs1OS7FPp0sIlOC","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1016/j.palaeo.2014.12.018","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",70,"9","2200",45.26,-110.82
"722","WNA","DuncanLake.Shuman.2016","pdRiNPVIQECAx9xVLKu","LakeSediment","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Shuman and Serravezza (2016)","https://www.ncdc.noaa.gov/paleo/study/28771","12 - 0",50,"Shoreline Dates","Not Available",44.65,-107.45
"723","WNA","EmeraldLakeLeadville.Shuman.2014","pdRfvT1wuHIGXRlmUju","LakeSediment","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Shuman et al. (2014)","https://www.ncdc.noaa.gov/paleo/study/28771","7.5 - 0.2",50,"Shoreline Dates","Not Available",39.15,-106.41
"724","WNA","EnosLake.Brown.2006","WEB10ea8a20","LakeSediment","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1016/j.quascirev.2006.02.020","wNAm","10.5 - 0",152,"9","2050",49.28,-124.15
"725","WNA","FortRock.Bedwell.1970","OLS_RHt0P2iCpt5","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",43.17,-120.75
"726","WNA","FoyLake.Stone.2008","GH96f3a962","LakeSediment","Shoreline (Lake Level)","diatom","Annual","P-E","negative","https://doi.org/10.1130/G22225.1","www.ncdc.noaa.gov/paleo/study/6188","12 - 1.9",6,"10","1990",48.2,-114.4
"727","WNA","GrantsBog.Lacourse.2019","lcR811cfIlc7gPTWct5","Bog","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1017/qua.2018.146","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",135,"7","2870",49.79,-125.13
"728","WNA","GraysLake.Beiswenger.1987","lcR89DqINtE3c8u2oBa","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Beiswenger, J.M., 1987. Late quaternary vegetational history of Grays Lake, Idaho and the Ice Slough, Wyoming. Doctoral dissertation. University of Wyoming, Laramie, Wyoming, USA.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 1.2",200,"5","2870",43.07,-111.44
"729","WNA","HealLake.Brown.2006","WEB7ec5f35f","LakeSediment","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1016/j.quascirev.2006.02.020","wNAm","11.7 - 0",187,"8","3090",48.54,-123.46
"730","WNA","HermitLake.Anderson.2018Legacy","lcRXLkyFOBBg5jAZeV9","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1130/2018.2536(13)","https://doi.pangaea.de/10.1594/PANGAEA.930512","11.9 - 0",220,"12","2290",38.09,-105.63
"731","WNA","HiddenLake.Shuman.2009","pdR7ZhOvHhlSIltqdXY","LakeSediment","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Shuman et al. (2009b)","https://www.ncdc.noaa.gov/paleo/study/28771","7.9 - 0",50,"Shoreline Dates","Not Available",40.5,-106.61
"732","WNA","Jones.Shapley.2009","GH81e53153","LakeSediment","Lake Sediment (δ18O)","d18O","Annual","P-E","negative","https://doi.org/10.1177/0959683609104029","https://www.ncei.noaa.gov/access/paleo-search/study/23076","12 - 0",15,"7","2685",47.05,-113.14
"733","WNA","KirmanLake.MacDonald.2016","LPD41437034","LakeSediment","Shoreline (Lake Level)","diatom","Annual","P-E","positive","https://doi.org/10.1038/srep33325","dataverse.harvard.edu/dataverse/UCLAGMacDonald","8.9 - 0",27,"8","2795",38.34,-119.5
"734","WNA","KirmanLake.MacDonald.2016","LPD912708fe","LakeSediment","Other (not calibrated)","diatom","Annual","P-E","negative","https://doi.org/10.1038/srep33325","dataverse.harvard.edu/dataverse/UCLAGMacDonald","8.9 - 0",27,"8","2795",38.34,-119.5
"735","WNA","KiteLake.JimenezMoreno.2012","WEB3b8af65c","LakeSediment","Pollen (not calibrated)","pollen","Winter","P-E","positive","https://doi.org/10.1177/0959683612450199","wNAm","12 - 0",48,"13","2170",39.33,-106.13
"736","WNA","LakeMalheur.Dugas.1998","pdRQMrcbT7IHqNHz1vg","Shoreline","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Dugas (1998)","https://www.ncdc.noaa.gov/paleo/study/28771","10.9 - 0",472,"Shoreline Dates","Not Available",43.33,-118.75
"737","WNA","LakeoftheWoodsWyoming.Shuman.2010","pdRPXtR2BTqSS5KCkTm","LakeSediment","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Shuman et al. (2010); Pribyl and Shuman (2014)","https://www.ncdc.noaa.gov/paleo/study/28771","12 - 0",50,"Shoreline Dates","Not Available",43.48,-109.89
"738","WNA","LakeTahoe.Lindstrom.1990","pdR6bOS2xjY78ElzAe7","Shoreline","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Lindstrom (1990), Benson et al (2002)","https://www.ncdc.noaa.gov/paleo/study/28771","5.9 - 0.1",80,"Shoreline Dates","Not Available",39,-120
"739","WNA","Lehmancaves.Lachniet.2014","S2LRBsC6hoSiak","Speleothem","Speleothem (δ13C)","d13C","Winter","P-E","negative","https://doi.org/10.1038/ncomms4805","http://dx.doi.org/10.17864/1947.256","11.4 - 3.8",52,"3","1643",39.01,-114.22
"740","WNA","LehmanCaves.Steponaitis.2015","WEB753b9479","Speleothem","Speleothem (other)","Mg/Ca","Winter","P-E","negative","https://doi.org/10.1016/j.quascirev.2015.04.011","www.ncdc.noaa.gov/paleo/study/19038","11.4 - 4",97,"3","1642.44",39.01,-114.22
"741","WNA","Leviathancave.Lachniet.2014","S2LRO9D73hbg4x","Speleothem","Speleothem (δ13C)","d13C","Annual","P-E","negative","https://doi.org/10.1038/ncomms4805","http://dx.doi.org/10.17864/1947.256","12 - 0",50,"15","3111.491105",37.89,-115.58
"742","WNA","LilyLake.Minckley.2007","lcROBIER3oUzr1eINaV","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1139/b90-139","https://doi.pangaea.de/10.1594/PANGAEA.930512","11.6 - 0",110,"7","3280",41.98,-120.21
"743","WNA","LimeLake.Steinman.2016","LPDd6c25776","LakeSediment","Lake Sediment (δ18O)","d18O","Winter","P-E","negative","https://doi.org/10.1016/j.quascirev.2016.04.012","https://www.ncei.noaa.gov/access/paleo-search/study/21250","7.8 - 0",12,"33","1230",48.87,-117.34
"744","WNA","LimeLake.Steinman.2016","LPD17fc7c77","LakeSediment","Shoreline (Lake Level)","d13C","Winter","P-E","negative","https://doi.org/10.1016/j.quascirev.2016.04.012","https://www.ncei.noaa.gov/access/paleo-search/study/21250","7.8 - 0",12,"33","1230",48.87,-117.34
"745","WNA","LittleWindyHillPond.Pribyl.2014","pdRkoO11xxFGVWJeL62","LakeSediment","Shoreline (Lake Level)","lakeLevel","Annual","P-E","positive","Pribyl and Shuman (2014)","https://www.ncdc.noaa.gov/paleo/study/28771","12 - 0",50,"Shoreline Dates","Not Available",41.43,-106.34
"746","WNA","LongLake.Carter.2017","lcRZkWC1fAUMWFcopmS","Lake","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1111/jbi.12932","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",40,"10","3590",41.5,-106.37
"747","WNA","LowderCreekBog.Anderson.1999","WEB506ba549","Peat","Pollen (not calibrated)","pollen","Winter","P-E","positive","https://doi.org/10.1080/15230430.1999.12003321","https://doi.org/10.25921/3vcw-7793","12 - 0",384,"3","3710",37.66,-112.77
"748","WNA","LowerBearLake.Kirby.2012","GH44c0a9bf","LakeSediment","Other (not calibrated)","TOC","Annual","P","positive","https://doi.org/10.1016/j.quascirev.2012.05.008","www.ncdc.noaa.gov/paleo/study/13215","9.4 - 0.5",17,"25","975",34.2,-116.9
"749","WNA","MiddenCluster1.Harbert.2018","WEB613ee041","Midden","Other (calibrated)","macrofossils","Annual","P","positive","https://doi.org/10.5334/oq.46","geochange.er.usgs.gov/midden/","11.2 - 0",27,"Not Available","Not Available",37.9,-110.13
"750","WNA","MiddenCluster1.Harbert.2018","WEB25ae3120","Midden","Other (calibrated)","macrofossils","Annual","P-E","positive","https://doi.org/10.5334/oq.46","geochange.er.usgs.gov/midden/","11.2 - 0",27,"Not Available","Not Available",37.9,-110.13
"751","WNA","MiddenCluster2.Harbert.2018","WEB85c563b9","Midden","Other (calibrated)","macrofossils","Annual","P","positive","https://doi.org/10.5334/oq.46","geochange.er.usgs.gov/midden/","12 - 0",97,"Not Available","Not Available",36.38,-115.19
